time,P,Temp,Voltage
1372.29,28.39,41.1955,1.79199
1372.44,29.28,41.3027,1.79199
1372.6,28.64,41.3027,1.79199
1372.75,29.05,41.3027,1.79199
1372.91,28.01,41.3027,1.79199
1373.06,28.39,41.1955,1.79688
1373.22,29.36,41.1955,1.79199
1373.37,28.28,41.1955,1.79199
1373.52,28.26,41.1955,1.79199
1373.68,28.39,41.3027,1.79688
1373.83,28.54,41.1955,1.79199
1373.99,27.74,41.3027,1.79199
1374.14,28.09,41.3027,1.79688
1374.3,27.45,41.3027,1.79199
1374.45,28.55,41.1955,1.79199
1374.61,28.19,41.3027,1.79199
1374.76,28.05,41.3027,1.79199
1374.91,28.45,41.3027,1.79199
1375.07,28.5,41.3027,1.79199
1375.22,28.72,41.3027,1.79199
1375.38,28.27,41.1955,1.79199
1375.53,28.63,41.3027,1.79199
1375.68,28.13,41.3027,1.79199
1375.84,29.32,41.3027,1.79199
1375.99,28.99,41.3027,1.79199
1376.15,28.34,41.3027,1.79199
1376.3,28.06,41.3027,1.79199
1376.46,28.5,41.3027,1.79199
1376.61,28.43,41.1955,1.79199
1376.77,28.09,41.3027,1.79199
1376.92,28.67,41.3027,1.79199
1377.08,28.04,41.3027,1.79199
1377.23,28.42,41.1955,1.79199
1377.38,28.72,41.3027,1.79199
1377.54,28.5,41.3027,1.79199
1377.69,28.44,41.3027,1.79199
1377.85,28.62,41.3027,1.79199
1378,28.4,41.1955,1.79199
1378.15,28.35,41.1955,1.79199
1378.31,28.72,41.3027,1.79199
1378.46,27.55,41.1955,1.79199
1378.62,27.63,41.3027,1.79199
1378.77,29.05,41.3027,1.79199
1378.93,27.53,41.3027,1.79199
1379.08,28.51,41.3027,1.79199
1379.23,29.19,41.3027,1.79199
1379.39,28.1,41.3027,1.79199
1379.54,28.24,41.3027,1.79199
1379.7,28.57,41.3027,1.79199
1379.85,28.75,41.3027,1.79199
1380.01,27.43,41.3027,1.79199
1380.16,29.01,41.3027,1.79199
1380.32,28.84,41.3027,1.79199
1380.47,29.08,41.1955,1.79199
1380.62,28.98,41.3027,1.79199
1380.78,27.58,41.1955,1.79199
1380.93,28.99,41.1955,1.79199
1381.09,28.76,41.1955,1.79199
1381.24,28.4,41.3027,1.79199
1381.4,28.64,41.3027,1.79199
1381.55,28.76,41.1955,1.79199
1381.7,27.63,41.1955,1.79199
1381.86,27.79,41.1955,1.79199
1382.01,28.85,41.0882,1.79199
1382.17,28.09,41.3027,1.79199
1382.32,27.97,41.1955,1.79199
1382.47,27.85,41.1955,1.79199
1382.63,28.5,41.3027,1.79199
1382.79,27.72,41.3027,1.79199
1382.94,28.94,41.3027,1.79199
1383.09,28.53,41.1955,1.79199
1383.25,28.81,41.3027,1.79199
1383.4,28.3,41.1955,1.79199
1383.56,28.71,41.1955,1.79199
1383.71,28.9,41.1955,1.79199
1383.87,27.99,41.1955,1.79199
1384.02,28.52,41.1955,1.79199
1384.17,28.19,41.1955,1.79199
1384.33,28.64,41.1955,1.79199
1384.48,28.74,41.1955,1.79199
1384.64,28.66,41.3027,1.79199
1384.79,28.69,41.1955,1.79199
1384.94,29.35,41.1955,1.79199
1385.1,28.73,41.3027,1.79199
1385.25,28.54,41.3027,1.79199
1385.41,28.54,41.1955,1.79199
1385.56,28.04,41.3027,1.79199
1385.72,28.43,41.1955,1.79199
1385.87,28.96,41.3027,1.79199
1386.03,28.95,41.3027,1.79199
1386.18,28.62,41.1955,1.79199
1386.33,28.89,41.3027,1.79199
1386.49,28.41,41.1955,1.79199
1386.64,29.23,41.1955,1.79199
1386.8,28.95,41.3027,1.79199
1386.95,29.23,41.3027,1.79199
1387.11,27.61,41.3027,1.79199
1387.26,29.03,41.3027,1.79199
1387.41,28.33,41.3027,1.79199
1387.57,28.56,41.3027,1.79199
1387.72,28.16,41.1955,1.79199
1387.88,28,41.1955,1.79199
1388.03,29.1,41.3027,1.79199
1388.19,28.36,41.3027,1.79199
1388.34,27.63,41.3027,1.79199
1388.49,28.37,41.1955,1.79199
1388.65,28.11,41.3027,1.79199
1388.8,28.97,41.3027,1.79199
1388.96,28.98,41.3027,1.79199
1389.11,28.29,41.1955,1.79199
1389.27,28.53,41.3027,1.79199
1389.42,28.34,41.3027,1.79199
1389.58,29.14,41.3027,1.79199
1389.73,28.8,41.3027,1.79199
1389.88,28.31,41.3027,1.79199
1390.04,28.59,41.3027,1.79199
1390.19,28.22,41.3027,1.79199
1390.35,28.35,41.3027,1.79199
1390.5,28.27,41.3027,1.79688
1390.65,27.16,41.3027,1.79199
1390.81,27.68,41.3027,1.79199
1390.96,28.49,41.3027,1.79199
1391.12,28.9,41.3027,1.79199
1391.27,28.75,41.1955,1.79199
1391.43,27.9,41.3027,1.79199
1391.58,29.19,41.3027,1.79199
1391.73,28.56,41.3027,1.79199
1391.89,28.71,41.3027,1.79199
1392.04,28.85,41.3027,1.79199
1392.2,28.5,41.3027,1.79199
1392.35,28.48,41.3027,1.79199
1392.51,29.51,41.3027,1.79199
1392.66,28.87,41.3027,1.79199
1392.82,28.25,41.3027,1.79199
1392.97,29.29,41.3027,1.79199
1393.12,28.35,41.3027,1.79199
1393.28,27.89,41.3027,1.79199
1393.43,28.05,41.3027,1.79199
1393.59,28.24,41.1955,1.79199
1393.74,28.45,41.3027,1.79199
1393.9,28.67,41.3027,1.79199
1394.05,28.78,41.1955,1.79199
1394.2,27.6,41.3027,1.79199
1394.36,28.19,41.3027,1.79199
1394.51,28.38,41.3027,1.79199
1394.67,28.59,41.3027,1.79199
1394.82,28.2,41.3027,1.79199
1394.98,28.66,41.3027,1.79199
1395.13,28.82,41.3027,1.79199
1395.28,28.95,41.1955,1.79199
1395.44,27.6,41.3027,1.79199
1395.59,28.62,41.3027,1.79199
1395.75,28.99,41.3027,1.79199
1395.9,28.64,41.3027,1.79199
1396.06,28.9,41.3027,1.79199
1396.21,28.66,41.1955,1.79199
1396.37,28.51,41.3027,1.79199
1396.52,28.62,41.1955,1.79199
1396.67,28.47,41.3027,1.79199
1396.83,28.97,41.3027,1.79199
1396.98,28.63,41.3027,1.79199
1397.14,28.89,41.1955,1.79199
1397.29,28.23,41.3027,1.79199
1397.44,28.15,41.3027,1.79199
1397.6,28.67,41.1955,1.79199
1397.75,28.46,41.1955,1.79199
1397.91,28.66,41.1955,1.79199
1398.06,27.6,41.3027,1.79199
1398.22,28.36,41.1955,1.79199
1398.37,28.38,41.1955,1.79199
1398.53,27.8,41.1955,1.79199
1398.68,28.45,41.1955,1.79199
1398.84,28.81,41.3027,1.79199
1398.99,28.68,41.3027,1.79199
1399.14,27.85,41.1955,1.79199
1399.3,28.33,41.3027,1.79199
1399.45,27.26,41.3027,1.79199
1399.61,28.8,41.3027,1.79199
1399.76,28.66,41.3027,1.79199
1399.91,28.81,41.3027,1.79199
1400.07,28.72,41.1955,1.79199
1400.22,29.08,41.3027,1.79199
1400.38,28.77,41.3027,1.79688
1400.53,28.59,41.3027,1.79199
1400.69,28.49,41.3027,1.79199
1400.84,28.24,41.3027,1.79199
1400.99,29.59,41.3027,1.79199
1401.15,29.09,41.3027,1.79199
1401.3,28.63,41.3027,1.79199
1401.46,27.99,41.1955,1.79199
1401.61,29.05,41.3027,1.79199
1401.77,28.53,41.3027,1.79199
1401.92,28.53,41.1955,1.79199
1402.08,28.06,41.3027,1.79199
1402.23,28.18,41.3027,1.79199
1402.38,28.1,41.1955,1.79199
1402.54,28.79,41.3027,1.79199
