time,P,Temp,Voltage
35.23,19.94,18.8559,0
35.384,19.7,18.8559,0
35.538,19.43,18.8559,0
35.692,19.77,18.8559,0
35.847,20.07,18.8559,0
36,20.09,18.8559,0
36.155,19.92,18.6996,0
36.308,19.8,18.8559,0
36.463,20.43,18.8559,0
36.617,20.18,18.8559,0
36.771,20.05,18.8559,0
36.925,19.39,18.8559,0
37.08,20.14,18.8559,0
37.233,20.53,18.8559,0
37.388,19.99,18.8559,0
37.541,19.92,18.8559,0
37.696,20.25,18.8559,0
37.85,20.76,18.6996,0
38.004,20.17,18.8559,0
38.158,19.74,18.6996,0
38.312,19.72,18.8559,0
38.466,19.77,18.8559,0
38.621,20.15,18.8559,0
38.774,19.99,18.8559,0
38.929,19.46,18.6996,0
39.083,19.52,18.8559,0
39.237,20.67,18.6996,0
39.391,20.07,18.8559,0
39.545,19.31,18.8559,0
39.699,20.4,18.6996,0
39.854,19.56,18.6996,0
40.007,19.62,18.6996,0
40.162,19.57,18.8559,0
40.315,20.14,18.6996,0
40.47,19.2,18.8559,0
40.624,20.12,18.8559,0
40.778,19.35,19.0115,0
40.932,19.51,18.8559,0
41.086,19.58,18.8559,0
41.24,19.45,18.6996,0
41.395,19.77,18.8559,0
41.548,19.41,18.6996,0
41.703,19.71,18.8559,0
41.857,19.22,18.8559,0
42.011,19.59,18.6996,0
42.165,20.66,18.6996,0
42.319,19.32,18.6996,0
42.473,20.03,18.6996,0
42.628,20.04,18.8559,0
42.781,19.93,18.6996,0
42.936,19.57,18.6996,0
43.089,20.09,18.8559,0
43.244,19.87,18.8559,0
43.398,19.67,18.6996,0
43.552,19.65,18.6996,0
43.706,19.49,18.8559,0
43.86,20.21,18.8559,0
44.014,19.87,18.8559,0
44.169,19.53,18.8559,0
44.322,18.96,18.8559,0
44.477,19.63,18.6996,0
44.631,19.8,18.6996,0
44.785,20.23,18.8559,0
44.939,19.88,18.6996,0
45.093,19.35,18.6996,0
45.247,19.55,18.6996,0
45.402,19.77,18.6996,0
45.555,20.24,18.6996,0
45.71,19.98,18.6996,0
45.863,19.83,18.8559,0
46.018,19.21,18.8559,0
46.172,19.68,18.6996,0
46.326,19.14,18.6996,0
46.48,19.56,18.8559,0
46.635,19.86,18.6996,0
46.788,20.01,18.6996,0
46.943,19.87,18.6996,0
47.096,20.01,18.8559,0
47.251,19.5,18.6996,0
47.405,19.67,18.6996,0
47.559,19.86,18.6996,0
47.713,20.27,18.6996,0
47.867,19.08,18.8559,0
48.021,19.31,18.6996,0
48.176,19.95,18.8559,0
48.329,20.05,18.6996,0
48.484,19.61,18.8559,0
48.637,19.49,18.6996,0
48.792,20.06,18.6996,0
48.946,19.53,18.8559,0
49.1,19.18,18.6996,0
49.254,19.68,18.6996,0
49.409,19.56,18.6996,0
49.562,19.72,18.6996,0
49.717,19.52,18.8559,0
49.87,19.71,18.6996,0
50.025,19.73,18.6996,0
50.179,19.14,18.8559,0
50.333,19.53,18.6996,0
50.487,20,18.6996,0
50.641,19.68,18.6996,0
50.795,19.52,18.8559,0
50.95,20.03,18.8559,0
51.103,19.8,18.6996,0
51.258,19.63,18.6996,0
51.411,20.27,18.6996,0
51.566,19.06,18.8559,0
51.72,20.09,18.6996,0
51.874,19.5,18.8559,0
52.028,20.28,18.6996,0
52.183,19.92,18.8559,0
52.336,20.45,18.8559,0
52.491,19.88,18.6996,0
52.644,19.38,18.6996,0
52.799,19.45,18.8559,0
52.953,19.84,18.8559,0
53.107,19.67,18.8559,0
53.261,19.76,18.8559,0
53.415,20.57,18.8559,0
53.569,18.95,18.8559,0
53.724,19.56,18.6996,0
53.877,19.61,18.8559,0
54.032,19.31,18.8559,0
54.185,19.82,18.6996,0
54.34,19.52,18.6996,0
54.494,19.33,18.8559,0
54.648,19.68,18.8559,0
54.802,20.32,18.6996,0
54.957,19.19,18.8559,0
55.11,19.91,18.6996,0
55.265,19.52,18.8559,0
55.418,19.63,18.6996,0
55.573,19.7,18.8559,0
55.727,19.71,18.8559,0
55.881,19.36,18.8559,0
56.035,19.26,18.8559,0
56.189,20.14,18.8559,0
56.343,19.46,18.8559,0
56.498,19.76,18.6996,0
56.651,19.96,18.8559,0
56.806,19.76,18.8559,0
56.96,19.67,18.6996,0
57.114,19.49,18.6996,0
57.268,19.76,18.6996,0
57.422,20.14,18.6996,0
57.576,19.98,18.8559,0
57.731,19.66,18.8559,0
57.884,19.34,18.6996,0
58.039,20.14,18.6996,0
58.192,19.4,18.6996,0
58.347,19.86,18.6996,0
58.501,19.43,18.8559,0
58.655,19.48,18.8559,0
58.809,19.38,18.6996,0
58.963,19.95,18.6996,0
59.117,19.44,18.6996,0
59.272,19.87,18.8559,0
59.425,19.56,18.8559,0
59.58,19.87,18.8559,0
59.734,19.16,18.6996,0
59.888,19.66,18.8559,0
60.042,19.15,18.8559,0
60.196,19.37,18.8559,0
60.35,19.75,18.8559,0
60.505,20.03,18.6996,0
60.658,20.02,18.8559,0
60.813,19.41,18.8559,0
60.966,20.04,18.6996,0
61.121,19.47,18.6996,0
61.275,20.13,18.8559,0
61.429,20.17,18.6996,0
61.583,20.09,18.6996,0
61.737,19.9,18.8559,0
61.891,20.16,18.6996,0
62.046,19.66,18.6996,0
62.199,20.08,19.0115,0
62.354,19.95,18.6996,0
62.508,19.34,18.8559,0
62.662,20.11,18.8559,0
62.816,19.44,18.8559,0
62.97,19.73,18.8559,0
63.124,19.57,18.8559,0
63.279,19.06,18.8559,0
63.432,19.13,18.6996,0
63.587,20.48,18.6996,0
63.74,19.73,18.6996,0
63.895,19.79,18.6996,0
64.049,19.61,18.8559,0
64.203,18.77,18.6996,1.82617
64.357,19.35,18.8559,1.82617
64.512,19.71,18.8559,1.82617
64.665,20.19,18.6996,1.82617
64.82,19.41,18.6996,1.83105
64.974,19.34,18.8559,1.82617
65.128,19.5,18.6996,1.82617
65.283,19.4,18.8559,1.82617
65.436,19.45,18.6996,1.82617
65.591,19.23,18.6996,1.82617
65.745,19.14,18.6996,1.82617
65.899,19.78,18.8559,1.82617
66.054,19.07,18.8559,1.82617
66.207,19.52,18.8559,1.83105
66.362,18.91,18.8559,1.82617
66.516,19.56,18.8559,1.82617
66.67,18.73,19.0115,1.82617
66.825,19.68,18.8559,1.82617
66.979,19.61,19.0115,1.82617
67.133,19.46,18.8559,1.82617
67.288,19.23,19.0115,1.82617
67.441,19.49,19.0115,1.82617
67.596,19.82,19.0115,1.82617
67.75,18.78,19.0115,1.82617
67.904,19.36,19.0115,1.82617
68.059,19.05,19.0115,1.82617
68.212,19.2,19.1665,1.82617
68.367,19.4,19.1665,1.82617
68.521,19.43,19.1665,1.82617
68.675,18.77,19.1665,1.82617
68.83,19.02,19.1665,1.82617
68.984,19.27,19.1665,1.82617
69.138,19.24,19.3209,1.82617
69.293,19.53,19.3209,1.82617
69.446,19.92,19.3209,1.82617
69.601,19.21,19.3209,1.82617
69.755,19.35,19.3209,1.82617
69.909,18.96,19.3209,1.82617
70.064,19.47,19.4747,1.82617
70.218,20.11,19.4747,1.82617
70.372,19.75,19.4747,1.82617
70.526,19.37,19.4747,1.82617
70.68,18.83,19.4747,1.82617
70.835,19.65,19.4747,1.82617
70.989,19.42,19.4747,1.82617
71.143,19.53,19.6279,1.82617
71.298,19.13,19.6279,1.82617
71.451,20.17,19.6279,1.82617
71.606,19.14,19.6279,1.82617
71.76,19.06,19.6279,1.82617
71.914,19.25,19.6279,1.82617
72.069,19.35,19.7805,1.82617
72.223,19.02,19.6279,1.82617
72.377,19.64,19.9325,1.82617
72.531,19.21,19.7805,1.82617
72.685,19.18,19.9325,1.82617
72.84,20.08,19.9325,1.82617
72.994,19.22,19.7805,1.82617
73.148,19.16,19.9325,1.82617
73.303,19.66,19.9325,1.82617
73.456,19.48,19.9325,1.82617
73.611,19.46,19.9325,1.82617
73.765,20.12,20.0839,1.82617
73.919,19.09,20.0839,1.82617
74.074,19.18,20.0839,1.82617
74.228,18.52,20.0839,1.82617
74.382,19.26,20.0839,1.82617
74.536,19.2,20.2347,1.82617
74.69,19.22,20.2347,1.82617
74.845,18.73,20.2347,1.82617
74.999,19.43,20.385,1.82617
75.153,18.88,20.2347,1.82617
75.308,19.29,20.385,1.82617
75.461,19.16,20.385,1.82617
75.616,18.92,20.385,1.82617
75.77,19.18,20.385,1.82617
75.924,19.48,20.385,1.82617
76.079,19.21,20.385,1.82617
76.233,19.44,20.385,1.82617
76.387,19.32,20.5347,1.82617
76.541,19.76,20.5347,1.82617
76.695,18.91,20.5347,1.82617
76.85,19.68,20.6838,1.82129
77.004,19.84,20.5347,1.82617
77.158,19.21,20.6838,1.82129
77.313,18.84,20.8324,1.82617
77.466,19.25,20.6838,1.82617
77.621,19.17,20.8324,1.82129
77.775,19.86,20.6838,1.82129
77.929,18.54,20.8324,1.82129
78.084,19.21,20.8324,1.82129
78.238,19.27,20.8324,1.82129
78.392,19.32,20.8324,1.82617
78.546,18.96,20.9805,1.82129
78.7,19.48,20.9805,1.82617
78.855,19.37,20.9805,1.82129
79.009,19.7,20.9805,1.82129
79.163,19.31,20.9805,1.82617
79.318,19.53,21.128,1.82617
79.471,19.56,21.128,1.82129
79.626,18.77,20.9805,1.82129
79.78,19.15,21.128,1.82129
79.934,19.59,21.128,1.82129
80.089,18.27,21.128,1.82129
80.243,19.21,21.128,1.82129
80.397,19.42,21.128,1.82129
80.551,20.06,21.275,1.82129
80.705,19,21.275,1.82129
80.86,19.53,21.275,1.82617
81.014,19.36,21.275,1.82129
81.168,19.49,21.275,1.82129
81.323,19.13,21.4215,1.82129
81.476,19.33,21.4215,1.82129
81.631,19.5,21.4215,1.82129
81.785,19.3,21.4215,1.82129
81.939,19.17,21.4215,1.82129
82.094,19.62,21.5675,1.82129
82.248,19.26,21.5675,1.82129
82.402,19.75,21.5675,1.82129
82.556,19.47,21.5675,1.82129
82.71,19.8,21.5675,1.82129
82.865,19.33,21.5675,1.82129
83.019,19.98,21.7129,1.82129
83.173,19.46,21.7129,1.82129
83.328,19.71,21.5675,1.82129
83.481,19.41,21.7129,1.82129
83.636,18.79,21.7129,1.82129
83.79,19.4,21.7129,1.82129
83.944,19.19,21.7129,1.82129
84.099,19.36,21.8579,1.82617
84.253,20.15,21.8579,1.82129
84.407,19.04,21.8579,1.82129
84.561,19.24,21.8579,1.82129
84.715,18.84,21.8579,1.82129
84.87,19.4,21.8579,1.82129
85.024,19.15,21.8579,1.82129
85.178,19.5,22.0024,1.82129
85.332,18.79,21.8579,1.82129
85.486,19.3,22.0024,1.82129
85.641,19.21,21.8579,1.82129
85.795,19.46,22.0024,1.82129
85.949,18.88,22.1463,1.82129
86.104,19.34,22.0024,1.82129
86.257,19.47,22.0024,1.82129
86.412,19.06,22.0024,1.82129
86.566,18.65,22.1463,1.82129
86.72,19.77,22.1463,1.82129
86.875,18.78,22.1463,1.82129
87.029,19.33,22.2898,1.82129
87.183,19,22.1463,1.82129
87.337,19.34,22.2898,1.82129
87.491,19.85,22.2898,1.82129
87.646,19.22,22.2898,1.82129
87.8,19.32,22.4328,1.82129
87.954,19.08,22.4328,1.82129
88.109,19.81,22.2898,1.82129
88.262,19.46,22.4328,1.82129
88.417,19.01,22.4328,1.82129
88.571,19.79,22.4328,1.82129
88.725,19.06,22.5754,1.82129
88.88,18.65,22.4328,1.82129
89.034,19.49,22.4328,1.82129
89.188,19.47,22.5754,1.82129
89.342,19.93,22.5754,1.82129
89.496,19.97,22.5754,1.82129
89.651,19.05,22.5754,1.82129
89.805,19.37,22.5754,1.82129
89.959,19.51,22.5754,1.82129
90.114,19.46,22.5754,1.82129
90.267,19.4,22.7174,1.82129
90.422,20.32,22.7174,1.82129
90.576,19.13,22.7174,1.82129
90.73,19.46,22.7174,1.82129
90.885,19.62,22.859,1.82129
91.039,19.65,22.7174,1.82129
91.193,19.42,22.859,1.82129
91.347,19.25,22.7174,1.82129
91.501,19.71,22.859,1.81641
91.656,19.56,22.859,1.82129
91.81,20.54,23.0002,1.82129
91.964,19.09,22.859,1.82129
92.119,19.02,22.859,1.82129
92.272,19.22,22.859,1.82129
92.427,19.6,23.0002,1.82129
92.581,19.09,23.0002,1.82129
92.735,19.6,23.0002,1.82129
92.89,19.04,23.0002,1.82129
93.043,19.56,23.0002,1.82129
93.198,18.94,23.1409,1.82129
93.352,18.79,23.0002,1.82129
93.506,19.45,23.1409,1.82129
93.661,19.9,23.1409,1.82129
93.815,19.24,23.1409,1.82129
93.969,19.42,23.1409,1.82129
94.124,19.39,23.2811,1.82129
94.277,19.17,23.2811,1.82129
94.432,19.32,23.1409,1.82129
94.586,19.44,23.2811,1.82129
94.74,18.83,23.2811,1.82129
94.895,18.5,23.2811,1.81641
95.048,19.1,23.2811,1.82129
95.203,19.24,23.4209,1.82129
95.357,19,23.4209,1.81641
95.511,19.45,23.4209,1.82129
95.666,19.41,23.4209,1.82129
95.82,19.05,23.4209,1.82129
95.974,19.16,23.4209,1.82129
96.129,19.28,23.4209,1.82129
96.282,19.08,23.4209,1.82129
96.437,19.4,23.5603,1.82129
96.591,18.91,23.5603,1.82129
96.745,18.99,23.5603,1.82129
96.9,19.81,23.5603,1.82129
97.053,19.23,23.6993,1.82129
97.208,19.6,23.5603,1.82129
97.362,19.23,23.5603,1.82129
97.516,19.06,23.5603,1.82129
97.671,19.04,23.5603,1.82129
97.825,19.44,23.6993,1.82129
97.979,19.49,23.6993,1.82129
98.134,19.28,23.6993,1.81641
98.287,19.16,23.8378,1.82129
98.442,19,23.8378,1.82129
98.596,18.79,23.8378,1.82129
98.75,20.09,23.8378,1.82129
98.905,19.47,23.8378,1.82129
99.058,19.01,23.8378,1.81641
99.213,19.69,23.8378,1.82129
99.367,19.94,23.8378,1.81641
99.521,19.16,23.8378,1.82129
99.676,19.69,23.9759,1.82129
99.83,18.67,23.8378,1.82129
99.984,19.31,23.8378,1.81641
100.139,18.97,23.9759,1.82129
100.292,19.45,24.1135,1.82129
100.447,19.52,23.9759,1.81641
100.601,20.11,24.1135,1.82129
100.755,19.7,24.1135,1.82129
100.91,18.83,23.9759,1.82129
101.064,19.12,24.1135,1.81641
101.218,19.2,24.1135,1.82129
101.372,18.65,24.1135,1.82129
101.527,19.73,24.1135,1.81641
101.681,19.26,24.1135,1.82129
101.835,19.13,24.1135,1.82129
101.99,19.37,24.2508,1.82129
102.144,19.15,24.2508,1.82129
102.298,19.4,24.2508,1.81641
102.453,19.41,24.2508,1.81641
102.606,19.57,24.2508,1.82129
102.761,18.63,24.2508,1.81641
102.916,19.07,24.2508,1.82129
103.069,19.24,24.3877,1.81641
103.224,19.06,24.2508,1.81641
103.378,19.64,24.3877,1.82129
103.532,19.16,24.3877,1.82129
103.687,19.29,24.3877,1.81641
103.841,19.2,24.3877,1.82129
103.995,19.3,24.5241,1.81641
104.15,20.03,24.3877,1.81641
104.304,18.92,24.5241,1.81641
104.458,19.95,24.3877,1.81641
104.612,19.19,24.5241,1.81641
104.767,19.25,24.6602,1.81641
104.921,19.04,24.5241,1.82129
105.075,19.58,24.5241,1.81641
105.23,19.11,24.6602,1.81641
105.383,18.94,24.6602,1.81641
105.538,19.26,24.6602,1.81641
105.692,19.12,24.6602,1.81641
105.846,19.36,24.6602,1.82129
106.001,19.54,24.7958,1.81641
106.155,19.1,24.7958,1.82129
106.309,19.62,24.6602,1.82129
106.464,19.43,24.7958,1.81641
106.617,19.7,24.7958,1.81641
106.772,18.92,24.7958,1.82129
106.927,19.19,24.7958,1.82129
107.08,19.59,24.9311,1.81641
107.235,19.28,24.7958,1.82129
107.389,19.27,24.9311,1.81641
107.543,19.24,24.9311,1.82129
107.698,19.1,24.9311,1.82129
107.852,19.59,24.9311,1.81641
108.006,19.07,25.066,1.81641
108.161,19.3,24.9311,1.81641
108.315,19.48,25.066,1.81641
108.469,19.63,25.066,1.82129
108.623,19.37,24.9311,1.82129
108.778,19.66,25.066,1.81641
108.932,19.25,25.066,1.81641
109.086,19.77,25.066,1.81641
109.241,20.19,25.066,1.81641
109.394,19.55,25.066,1.81641
109.549,19.44,25.066,1.81641
109.704,19.51,25.066,1.82129
109.857,18.91,25.2005,1.82129
110.012,19.5,25.2005,1.81641
110.167,19.38,25.2005,1.81641
110.32,20.4,25.2005,1.81641
110.475,19.75,25.2005,1.81641
110.629,18.97,25.2005,1.81641
110.783,18.84,25.2005,1.81641
110.938,19.18,25.3346,1.81641
111.092,19.1,25.3346,1.82129
111.246,19.04,25.3346,1.81641
111.4,19.71,25.3346,1.82129
111.554,19.43,25.3346,1.81641
111.709,19.47,25.3346,1.81641
111.863,19.78,25.3346,1.81641
112.017,19.1,25.3346,1.81641
112.172,19.09,25.4684,1.81641
112.326,19.07,25.4684,1.81641
112.48,19.38,25.4684,1.82129
112.634,18.61,25.4684,1.81641
112.789,19,25.6018,1.81641
112.943,19.45,25.4684,1.81641
113.097,19.53,25.4684,1.81641
113.252,19.95,25.4684,1.82129
113.405,18.76,25.4684,1.81641
113.56,18.84,25.4684,1.81641
113.715,18.85,25.6018,1.81641
113.868,19.53,25.6018,1.81641
114.023,19.11,25.6018,1.81641
114.178,19.18,25.6018,1.81641
114.331,19.91,25.6018,1.81641
114.486,19.02,25.7348,1.81641
114.64,19.34,25.6018,1.81641
114.794,19.29,25.7348,1.82129
114.949,18.9,25.6018,1.81641
115.103,18.95,25.7348,1.81641
115.257,18.95,25.7348,1.81641
115.411,18.92,25.7348,1.81641
115.566,19.61,25.7348,1.81641
115.72,20.29,25.8675,1.81641
115.874,19.8,25.8675,1.81641
116.029,19.44,25.8675,1.81641
116.183,19.45,25.8675,1.81641
116.337,19.72,25.7348,1.81641
116.492,19.18,25.8675,1.81641
116.645,19.1,25.8675,1.81641
116.8,19.46,25.8675,1.82129
116.955,19.41,25.9998,1.81641
117.108,19.43,25.8675,1.81641
117.263,18.9,25.9998,1.81641
117.416,19.35,25.8675,1.81641
117.571,19.57,25.9998,1.81641
117.726,19.38,25.8675,1.81641
117.879,20.28,25.9998,1.81641
118.034,19.36,25.9998,1.81641
118.189,19.25,25.9998,1.81641
118.342,19.3,25.9998,1.81641
118.497,18.76,25.9998,1.81641
118.651,19.84,26.1317,1.81641
118.805,19.26,26.1317,1.81641
118.96,19.29,26.1317,1.81641
119.114,19.22,26.1317,1.81641
119.268,19.88,26.1317,1.81641
119.422,19.28,26.2633,1.81641
119.577,19.27,26.1317,1.81641
119.731,19.4,26.1317,1.81641
119.885,19.25,26.1317,1.81641
120.04,19.54,26.1317,1.81641
120.194,19.47,26.1317,1.81641
120.348,19.84,26.2633,1.81641
120.503,19.33,26.2633,1.81641
120.656,18.79,26.2633,1.81641
120.811,19.15,26.2633,1.81641
120.966,19.4,26.2633,1.81641
121.119,19.98,26.2633,1.81641
121.274,19.08,26.2633,1.81641
121.428,19.08,26.2633,1.81641
121.582,18.41,26.3946,1.81641
121.737,18.54,26.3946,1.81641
121.891,19.77,26.3946,1.81641
122.045,19.41,26.3946,1.81641
122.2,19.66,26.3946,1.81641
122.354,19.04,26.3946,1.81641
122.508,19.03,26.5255,1.81641
122.662,19.34,26.3946,1.81641
122.817,18.69,26.5255,1.81641
122.971,18.32,26.5255,1.81641
123.125,18.94,26.5255,1.81641
123.28,19.39,26.5255,1.81641
123.433,18.97,26.5255,1.81641
123.588,19.08,26.5255,1.81641
123.743,19.72,26.5255,1.81641
123.896,19.01,26.5255,1.81641
124.051,19.3,26.5255,1.81641
124.206,18.89,26.6561,1.81641
124.359,18.86,26.5255,1.81641
124.514,19.37,26.6561,1.81641
124.667,19.3,26.6561,1.81641
124.822,18.68,26.6561,1.81641
124.977,19.43,26.6561,1.81641
125.13,19.49,26.6561,1.81641
125.285,19.11,26.7863,1.81641
125.44,19.28,26.7863,1.81641
125.593,19.11,26.6561,1.81641
125.748,19.78,26.7863,1.81641
125.902,18.51,26.7863,1.81641
126.056,19.38,26.7863,1.81641
126.211,19.36,26.7863,1.81641
126.365,18.7,26.7863,1.81641
126.519,19.09,26.7863,1.81641
126.673,19.44,26.7863,1.81641
126.828,18.87,26.7863,1.81641
126.982,19.23,26.7863,1.81641
127.136,19.62,26.7863,1.81641
127.291,19.22,26.9162,1.81641
127.444,19.05,26.9162,1.81641
127.599,19.69,26.9162,1.81641
127.754,18.97,26.9162,1.81641
127.907,19.96,26.9162,1.81641
128.062,19.16,26.9162,1.81641
128.217,18.95,26.9162,1.81641
128.37,19.41,27.0458,1.81641
128.525,18.87,27.0458,1.81641
128.679,19.6,26.9162,1.81641
128.833,19.52,27.0458,1.81641
128.988,19.37,27.0458,1.81641
129.142,18.58,27.0458,1.81641
129.296,19.38,27.0458,1.81641
129.451,19,27.0458,1.81641
129.605,18.95,27.1751,1.81641
129.759,19.74,27.0458,1.81641
